,x,edge_index,edge_type,y,num_nodes,api_file_name
1074,"[[-0.11926085  0.3258369   0.03746764 ... -0.25516042 -0.2927857
   0.3215999 ]
 [-0.13652751  0.34734255  0.11921698 ... -0.18672308 -0.31113908
   0.33082595]
 [-0.04373773  0.34918344  0.10205422 ... -0.4564973  -0.26944765
   0.2542658 ]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[2],3,77_sample-2_URL.openConnection_graph_dump.txt
1075,"[[-0.10921816  0.36165655  0.08228911 ... -0.2910589  -0.25464773
   0.29168695]
 [-0.1400186   0.3461351   0.12481975 ... -0.21236971 -0.30546147
   0.33859277]
 [-0.03685035  0.28540233  0.07324565 ... -0.47681332 -0.2214242
   0.25715894]
 [-0.12845203  0.3077544   0.08475143 ... -0.32450745 -0.2941625
   0.42133808]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,301_sample-1_URL.openConnection_graph_dump.txt
1076,"[[-1.26441970e-01  1.58192441e-01 -3.05194786e-04 ... -1.10652596e-01
  -4.18556601e-01  4.02682871e-01]
 [-1.16737284e-01  3.12182069e-01  8.05904046e-02 ... -2.38226503e-01
  -2.90868789e-01  3.53777587e-01]]","[[0 1]
 [1 0]]",[0 0],[2],2,28_sample-3_URL.openConnection_graph_dump.txt
1077,"[[-0.11618768  0.3004552   0.066336   ... -0.30057457 -0.2569111
   0.32919213]
 [-0.13876669  0.2959173   0.1006501  ... -0.14276515 -0.34555584
   0.34762445]
 [-0.03070881  0.2667775   0.07467683 ... -0.42538413 -0.21755667
   0.26650116]
 ...
 [-0.01292625  0.4266448   0.16288793 ... -0.556447   -0.23632485
   0.3802128 ]
 [-0.13856101  0.37132955  0.09238183 ... -0.2578013  -0.27240804
   0.34677956]
 [-0.1269767   0.36458296  0.07963942 ... -0.23415415 -0.29311854
   0.36227024]]","[[0 1 2 1 1 3 1 4 1 5 1 6 1 7 1 8 0 2 0 3 0 4 0 5 0 6 0 7 0 8]
 [1 0 1 2 3 1 4 1 5 1 6 1 7 1 8 1 2 0 3 0 4 0 5 0 6 0 7 0 8 0]]",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[2],9,54_sample-0_URL.openConnection_graph_dump.txt
1078,"[[-0.0770793   0.30289987  0.11812957 ... -0.20486337 -0.38631064
   0.3993132 ]
 [-0.13876669  0.2959173   0.1006501  ... -0.14276515 -0.34555584
   0.34762445]
 [-0.1654832   0.24752347  0.00744369 ... -0.22283639 -0.39020148
   0.5121046 ]
 [-0.12450126  0.34572595  0.09317487 ... -0.21116698 -0.2923633
   0.38340932]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,182_sample-0_URL.openConnection_graph_dump.txt
1079,"[[-0.08889629  0.26091224  0.02467154 ... -0.2825104  -0.31249177
   0.38954556]
 [-0.13525258  0.36196452  0.04335751 ... -0.23044898 -0.30748135
   0.41460213]]","[[0 1]
 [1 0]]",[1 1],[2],2,4_sample-3_URL.openConnection_graph_dump.txt
1080,"[[-0.09806436  0.26700884  0.04351163 ... -0.23952189 -0.31653938
   0.29797146]
 [-0.01700172  0.36432457  0.04951936 ... -0.34916764 -0.29969993
   0.26697806]
 [-0.02079173  0.27220368  0.09167861 ... -0.4477875  -0.21597669
   0.28408152]
 [-0.03670072  0.39837983 -0.03837383 ... -0.18131088 -0.35734925
   0.49947032]
 [-0.05049168  0.39165592  0.14044133 ... -0.53140855 -0.27282938
   0.43447408]
 [-0.05237669  0.38214624  0.14893492 ... -0.5509932  -0.27208042
   0.4559728 ]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[2],6,223_sample-0_URL.openConnection_graph_dump.txt
1081,"[[-0.10463259  0.3110966   0.05325907 ... -0.30411607 -0.26648882
   0.3371372 ]
 [-0.14437158  0.33714667  0.07256752 ... -0.22012712 -0.3116639
   0.3584795 ]
 [-0.02583672  0.27458262  0.08135516 ... -0.39931613 -0.22509219
   0.29590654]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[2],3,335_sample-1_URL.openConnection_graph_dump.txt
1082,"[[-0.09207921  0.3079853   0.07411591 ... -0.22927853 -0.29130584
   0.2765876 ]
 [-0.14669697  0.2821806   0.09846535 ... -0.13457842 -0.35012537
   0.35917214]
 [-0.03289734  0.27352643  0.09855866 ... -0.47727284 -0.2335526
   0.25567797]
 [-0.01725521  0.41153967  0.11245419 ... -0.5023933  -0.26647526
   0.3603786 ]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,161_sample-0_URL.openConnection_graph_dump.txt
1083,"[[-0.14381789  0.22911757  0.0805003  ... -0.19756451 -0.37199488
   0.2566676 ]
 [-0.14669697  0.2821806   0.09846535 ... -0.13457842 -0.35012537
   0.35917214]
 [-0.16851738  0.23396082  0.01595377 ... -0.15025112 -0.32269883
   0.4450493 ]
 ...
 [-0.14760561  0.3470558   0.082779   ... -0.24613178 -0.2940558
   0.353086  ]
 [-0.10694923  0.27396432  0.0214569  ... -0.20090996 -0.3607647
   0.43610194]
 [-0.07916287  0.2822404   0.12372897 ... -0.4439538  -0.2712967
   0.38466382]]","[[0 1 2 1 1 3 1 4 1 5 1 6 0 2 0 3 0 4 0 5 0 6]
 [1 0 1 2 3 1 4 1 5 1 6 1 2 0 3 0 4 0 5 0 6 0]]",[1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],[2],7,15_sample-0_URL.openConnection_graph_dump.txt
1084,"[[-0.06684224  0.3186222   0.04787545 ... -0.27845013 -0.33611488
   0.3790328 ]
 [-0.1231583   0.32738125  0.0346329  ... -0.2106002  -0.3173328
   0.40333676]]","[[0 1]
 [1 0]]",[1 1],[2],2,102_sample-2_URL.openConnection_graph_dump.txt
1085,"[[-0.0482881   0.28873324  0.08739838 ... -0.4727816  -0.22995235
   0.25969976]
 [-0.11673728  0.31218207  0.0805904  ... -0.2382265  -0.2908688
   0.3537776 ]]","[[0 1]
 [1 0]]",[0 0],[2],2,343_sample-0_URL.openConnection_graph_dump.txt
1086,"[[-0.07874117  0.2599667   0.0373753  ... -0.2738762  -0.27538654
   0.33472288]
 [-0.1400186   0.3461351   0.12481975 ... -0.21236971 -0.30546147
   0.33859277]
 [-0.127001    0.3284738   0.07588741 ... -0.29699427 -0.29228947
   0.41606295]
 [-0.05085244  0.33668092  0.10579758 ... -0.3809212  -0.25875422
   0.37094843]]","[[0 1 1 2 1 3 0 2]
 [1 0 2 1 3 1 2 0]]",[1 1 0 0 0 0 1 1],[2],4,19_sample-4_URL.openConnection_graph_dump.txt
1087,"[[-0.08259381  0.25510427 -0.04112818 ... -0.22058325 -0.34454763
   0.29010507]
 [-0.1362165   0.35487577  0.08652641 ... -0.20149875 -0.3216746
   0.32653636]
 [-0.08113305  0.18407972  0.00252672 ... -0.0497351  -0.38059235
   0.42149797]
 [-0.044284    0.41870472  0.09866612 ... -0.5012146  -0.26324728
   0.2746073 ]]","[[0 1 2 1 1 3 2 0 0 3]
 [1 0 1 2 3 1 0 2 3 0]]",[1 1 0 0 0 0 0 0 1 1],[2],4,33_sample-3_URL.openConnection_graph_dump.txt
1088,"[[-0.124093    0.2741642   0.08897752 ... -0.24262916 -0.35666707
   0.3359753 ]
 [-0.04235616  0.18405615  0.08396797 ... -0.34746745 -0.32655835
   0.2938076 ]]","[[0 1]
 [1 0]]",[1 1],[2],2,138_sample-2_URL.openConnection_graph_dump.txt
1089,"[[-0.11323434  0.26707143  0.05171502 ... -0.29202282 -0.26074016
   0.33432418]
 [-0.11313819  0.2670022   0.07861105 ... -0.20385994 -0.3156548
   0.36518148]
 [-0.13292322  0.37504253  0.07310912 ... -0.22211081 -0.2903387
   0.33955765]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[2],3,75_sample-2_URL.openConnection_graph_dump.txt
1090,"[[-0.12557547  0.31338054  0.01359835 ... -0.3303659  -0.28736067
   0.29891494]
 [-0.1334822   0.3556496   0.12164325 ... -0.20877877 -0.30789936
   0.34336743]
 [-0.0396695   0.36277816  0.02426385 ... -0.38619548 -0.3327921
   0.38618344]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[2],3,47_sample-2_URL.openConnection_graph_dump.txt
1091,"[[-0.12144952  0.35822457 -0.01890897 ... -0.33129764 -0.26283792
   0.36054817]
 [-0.1200569   0.36827198  0.11461423 ... -0.19947125 -0.31017774
   0.31558213]
 [-0.0054433   0.3070703   0.03726802 ... -0.5066123  -0.21803819
   0.26964685]
 ...
 [-0.04662161  0.34544644  0.14066175 ... -0.57142955 -0.24879345
   0.3485424 ]
 [-0.04464273  0.3487243   0.12495306 ... -0.5162962  -0.29912186
   0.3409793 ]
 [-0.05074826  0.33173388  0.09954511 ... -0.4223558  -0.2642246
   0.28406617]]","[[0 1 2 1 1 3 1 4 1 5 1 6 0 2 0 3 0 4 0 5 0 6 2 6]
 [1 0 1 2 3 1 4 1 5 1 6 1 2 0 3 0 4 0 5 0 6 0 6 2]]",[1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0],[2],7,240_sample-1_URL.openConnection_graph_dump.txt
1092,"[[-0.08913383  0.22912139  0.09522445 ... -0.18630242 -0.34498617
   0.30749288]
 [-0.1223479   0.38918018  0.08836734 ... -0.19614996 -0.32924864
   0.32641992]
 [-0.09969261  0.33439562  0.03753316 ... -0.31019256 -0.38693547
   0.4257204 ]
 [ 0.01014556  0.3197699   0.07132082 ... -0.40755436 -0.31541243
   0.31584632]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,132_sample-2_URL.openConnection_graph_dump.txt
1093,"[[-0.15494797  0.32692796  0.09900014 ... -0.16750672 -0.30307016
   0.32484108]
 [-0.12106013  0.33087438  0.07932252 ... -0.197422   -0.33268765
   0.4704698 ]
 [-0.10832184  0.2896218   0.08493806 ... -0.22275728 -0.2956528
   0.29234898]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[2],3,226_sample-1_URL.openConnection_graph_dump.txt
1094,"[[-0.11960306  0.27440992  0.07737933 ... -0.1930747  -0.3242719
   0.30427325]
 [-0.07987193  0.29026023  0.03710567 ... -0.19240896 -0.27235094
   0.41930836]]","[[0 1]
 [1 0]]",[1 1],[2],2,131_sample-2_URL.openConnection_graph_dump.txt
1095,"[[-0.12400124  0.31830755  0.03147901 ... -0.33228964 -0.27038774
   0.30822933]
 [-0.1273442   0.24723502  0.06352069 ... -0.11847544 -0.34875658
   0.38198772]
 [-0.04193357  0.39313933  0.15260582 ... -0.5477456  -0.28801987
   0.42278254]
 [-0.04586311  0.39000303  0.15756428 ... -0.579872   -0.27753416
   0.4242447 ]]","[[0 1 1 2 1 3 0 2 0 3]
 [1 0 2 1 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,291_sample-0_URL.openConnection_graph_dump.txt
1096,"[[-0.07720353  0.19993807  0.10387342 ... -0.2180557  -0.34534392
   0.37789336]
 [-0.13652751  0.34734255  0.11921698 ... -0.18672308 -0.31113908
   0.33082595]
 [-0.1361727   0.24080865  0.03903485 ... -0.16575055 -0.35610625
   0.39389667]
 [-0.05696062  0.3733999   0.11187983 ... -0.5483567  -0.32255784
   0.2711378 ]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,287_sample-1_URL.openConnection_graph_dump.txt
1097,"[[-0.09437741  0.34649268  0.07529221 ... -0.2504495  -0.31849787
   0.34923673]
 [-0.1413682   0.340791    0.11689635 ... -0.20540097 -0.3095575
   0.33512634]
 [-0.05437072  0.2894077   0.10009582 ... -0.4797667  -0.23807822
   0.24625853]
 [-0.14760561  0.3470558   0.082779   ... -0.24613178 -0.2940558
   0.353086  ]
 [-0.13446428  0.371784    0.07750464 ... -0.19609147 -0.2941421
   0.3644651 ]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[2],5,40_sample-1_URL.openConnection_graph_dump.txt
1098,"[[-0.14050022  0.2402482   0.09090738 ... -0.2198911  -0.40301266
   0.408243  ]
 [-0.05704568  0.2270003  -0.00517378 ... -0.1730782  -0.39212164
   0.41044503]
 [-0.07761467  0.2876124   0.04572158 ... -0.3316841  -0.31694323
   0.35379225]
 [-0.05704568  0.2270003  -0.00517378 ... -0.1730782  -0.39212164
   0.41044503]]","[[0 1 2 1 0 3 2 3 0 2]
 [1 0 1 2 3 0 3 2 2 0]]",[1 1 0 0 1 1 0 0 1 1],[2],4,16_sample-2_URL.openConnection_graph_dump.txt
1099,"[[-0.13730028  0.3294302   0.03756149 ... -0.3416679  -0.2840201
   0.3065618 ]
 [-0.01142799  0.33484983  0.13897972 ... -0.41696528 -0.37473857
   0.20852707]]","[[0 1]
 [1 0]]",[1 1],[2],2,23_sample-2_URL.openConnection_graph_dump.txt
1100,"[[-0.13645704  0.29557735  0.01853349 ... -0.22062814 -0.26861408
   0.30617714]
 [-0.1273442   0.24723502  0.06352069 ... -0.11847544 -0.34875658
   0.38198772]
 [-0.01725521  0.41153967  0.11245419 ... -0.5023933  -0.26647526
   0.3603786 ]
 [-0.04325453  0.4340597   0.15969367 ... -0.5748866  -0.24747005
   0.40054032]]","[[0 1 1 2 1 3 0 2 0 3]
 [1 0 2 1 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,170_sample-0_URL.openConnection_graph_dump.txt
1101,"[[-0.06408843  0.28210312  0.06116221 ... -0.26227826 -0.30080104
   0.261852  ]
 [-0.1334228   0.352235    0.13454427 ... -0.19998561 -0.31167606
   0.32026497]
 [-0.03257624  0.28263292  0.06815954 ... -0.4957902  -0.23008683
   0.24196666]
 [-0.14266044  0.29915074  0.08796142 ... -0.29152995 -0.29977837
   0.43858764]
 [-0.08182434  0.24736279  0.04674825 ... -0.3465437  -0.31781968
   0.3459786 ]]","[[0 1 2 1 1 3 1 4 0 2 0 3]
 [1 0 1 2 3 1 4 1 2 0 3 0]]",[1 1 0 0 0 0 0 0 1 1 1 1],[2],5,147_sample-1_URL.openConnection_graph_dump.txt
1102,"[[-0.11125202  0.34982696  0.0359065  ... -0.2564292  -0.29144257
   0.27865052]
 [-0.11569969  0.24679662 -0.0483625  ... -0.24621908 -0.36656874
   0.3944605 ]
 [-0.03938453  0.2520196   0.03629893 ... -0.4411985  -0.24846059
   0.24694262]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[2],3,354_sample-1_URL.openConnection_graph_dump.txt
1103,"[[-0.21708167  0.2824741   0.12323178 ... -0.22683951 -0.23814443
   0.3332158 ]
 [-0.12629698  0.35588357  0.10858405 ... -0.18185942 -0.30307165
   0.28813118]
 [-0.13367373  0.26785207 -0.00477912 ... -0.2294955  -0.41717222
   0.50827026]
 [-0.13109769  0.31851393  0.06526656 ... -0.2379934  -0.30169374
   0.35054475]
 [-0.13514583  0.31150556  0.07039327 ... -0.235941   -0.29360083
   0.3801479 ]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[2],5,132_sample-1_URL.openConnection_graph_dump.txt
1104,"[[-0.11262002  0.2665042  -0.04840647 ... -0.28883985 -0.25870898
   0.31880966]
 [-0.11169901  0.24378276  0.07314258 ... -0.15971738 -0.32246345
   0.37101045]
 [-0.1017817   0.3483359   0.1068593  ... -0.31105053 -0.29353917
   0.4036234 ]
 [-0.16400807  0.27637008 -0.05129839 ... -0.36506903 -0.286794
   0.37108818]]","[[0 1 1 2 1 3 0 2 0 3]
 [1 0 2 1 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,198_sample-0_URL.openConnection_graph_dump.txt
1105,"[[-0.06060927  0.31103852  0.04930397 ... -0.280308   -0.3283565
   0.37653807]
 [-0.14429164  0.28488046  0.09563377 ... -0.17772093 -0.3202325
   0.32855684]
 [-0.04854353  0.39810917  0.12323457 ... -0.5910738  -0.2638197
   0.33251926]
 [-0.03592141  0.4031324   0.17484929 ... -0.60713047 -0.27114382
   0.439251  ]
 [-0.03621654  0.40835235  0.17183286 ... -0.56268615 -0.28122103
   0.4307703 ]
 [-0.05492466  0.35106742  0.07041539 ... -0.39725748 -0.3079394
   0.44862407]]","[[0 1 1 2 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 2 1 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[2],6,170_sample-1_URL.openConnection_graph_dump.txt
1106,"[[-0.12220152  0.32031733  0.02289439 ... -0.32447913 -0.27650103
   0.25603166]
 [-0.1273442   0.24723502  0.06352069 ... -0.11847544 -0.34875658
   0.38198772]
 [-0.03667019  0.34633076  0.16516702 ... -0.56766707 -0.2909419
   0.29651666]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[2],3,325_sample-0_URL.openConnection_graph_dump.txt
1107,"[[-0.11570152  0.268672    0.10972442 ... -0.2146285  -0.3081658
   0.33477825]
 [-0.05201994  0.2050304   0.11678942 ... -0.2851133  -0.37699956
   0.3767466 ]]","[[0 1]
 [1 0]]",[1 1],[2],2,64_sample-2_URL.openConnection_graph_dump.txt
1108,"[[-0.08197769  0.22642048 -0.04421579 ... -0.23914848 -0.31869474
   0.30231127]
 [-0.1413682   0.340791    0.11689635 ... -0.20540097 -0.3095575
   0.33512634]
 [-0.09308181  0.29263532  0.00414698 ... -0.22990233 -0.36622098
   0.27731493]
 [-0.14487806  0.3314496   0.06870987 ... -0.25615498 -0.31975052
   0.40140527]]","[[0 1 1 2 1 3 0 2]
 [1 0 2 1 3 1 2 0]]",[1 1 0 0 0 0 1 1],[2],4,3_sample-4_URL.openConnection_graph_dump.txt
1109,"[[-0.11256294  0.29074904  0.04118181 ... -0.32403877 -0.30273783
   0.32180256]
 [-0.15106946  0.3191959   0.09326138 ... -0.17269954 -0.3698116
   0.36328092]
 [-0.03576846  0.40374824  0.16143627 ... -0.56280804 -0.27404362
   0.44437104]
 [-0.15245748  0.36331904  0.02439472 ... -0.24018528 -0.3075425
   0.38744563]]","[[0 1 1 2 1 3 0 2 0 3]
 [1 0 2 1 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,5_sample-5_URL.openConnection_graph_dump.txt
1110,"[[-0.09179169  0.30779678  0.05716776 ... -0.2829817  -0.292743
   0.29445168]
 [-0.13694483  0.3403379   0.13804924 ... -0.18752243 -0.3095625
   0.34599838]
 [-0.03070881  0.2667775   0.07467683 ... -0.42538413 -0.21755667
   0.26650116]
 [-0.16353025  0.34771934  0.08057915 ... -0.203377   -0.30738145
   0.37662873]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,190_sample-1_URL.openConnection_graph_dump.txt
1111,"[[-0.09575455  0.2913575   0.07311771 ... -0.18408008 -0.30837473
   0.30660367]
 [-0.13384283  0.34081534  0.11225919 ... -0.19891746 -0.31909907
   0.36156243]
 [-0.10690895  0.3333922   0.03718616 ... -0.21976677 -0.41717875
   0.39530298]
 [-0.04525311  0.3913929   0.15898529 ... -0.5489812  -0.27663296
   0.42775565]
 [-0.02331557  0.38968927  0.17796247 ... -0.54949135 -0.28206524
   0.4420712 ]
 [-0.13599096  0.36986324  0.05663528 ... -0.24484597 -0.3032973
   0.389434  ]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[2],6,15_sample-1_URL.openConnection_graph_dump.txt
1112,"[[-0.21708167  0.2824741   0.12323178 ... -0.22683951 -0.23814443
   0.3332158 ]
 [-0.13589583  0.34343818  0.12327532 ... -0.19729191 -0.3048419
   0.31019667]
 [-0.21553981  0.3178666   0.10067654 ... -0.23805012 -0.38414678
   0.38945425]
 [-0.02897586  0.3308978   0.10531476 ... -0.570438   -0.2970865
   0.2585353 ]
 [-0.1139354   0.32790405  0.08781819 ... -0.16595283 -0.30062285
   0.3416112 ]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[2],5,106_sample-1_URL.openConnection_graph_dump.txt
1113,"[[-0.09907021  0.3552922  -0.00302671 ... -0.2464982  -0.32631144
   0.32641965]
 [-0.13589583  0.34343818  0.12327532 ... -0.19729191 -0.3048419
   0.31019667]
 [-0.12679154  0.31791085  0.05180959 ... -0.23507075 -0.29491642
   0.3922541 ]]","[[0 1 1 2]
 [1 0 2 1]]",[1 1 0 0],[2],3,7_sample-6_URL.openConnection_graph_dump.txt
1114,"[[-0.11315548  0.27592072  0.05813663 ... -0.20314705 -0.29753256
   0.29757962]
 [-0.14669697  0.2821806   0.09846535 ... -0.13457842 -0.35012537
   0.35917214]
 [-0.01750418  0.25366986  0.08807778 ... -0.43379182 -0.21198566
   0.26338956]
 [-0.03723271  0.38466832  0.15204479 ... -0.52049726 -0.288028
   0.4300554 ]
 [-0.12471002  0.353715    0.08648365 ... -0.31787318 -0.2950017
   0.41330802]
 [-0.14560503  0.3567955   0.083717   ... -0.24462543 -0.29611698
   0.4047484 ]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[2],6,159_sample-0_URL.openConnection_graph_dump.txt
1115,"[[-0.15402843  0.3435727  -0.00443552 ... -0.37448344 -0.27319828
   0.33069155]
 [-0.13757245  0.27719614  0.08484095 ... -0.15290628 -0.36389115
   0.3422629 ]
 [-0.02135576  0.28357583  0.06899612 ... -0.4590035  -0.20997056
   0.23736414]
 [-0.12471002  0.353715    0.08648365 ... -0.31787318 -0.2950017
   0.41330802]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,422_sample-0_URL.openConnection_graph_dump.txt
1116,"[[-0.11058046  0.26945052  0.11596186 ... -0.20135477 -0.35545224
   0.3198411 ]
 [-0.13652751  0.34734255  0.11921698 ... -0.18672308 -0.31113908
   0.33082595]
 [ 0.03100976  0.26450267 -0.02380685 ... -0.31465703 -0.35794017
   0.25641835]
 [ 0.00502284  0.37201223  0.01127415 ... -0.26832405 -0.32375473
   0.23900785]
 [-0.09023874  0.2884028  -0.00041359 ... -0.19465911 -0.3685306
   0.2681047 ]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[2],5,145_sample-1_URL.openConnection_graph_dump.txt
1117,"[[-0.07951809  0.254536   -0.0231946  ... -0.2233138  -0.31528744
   0.28574285]
 [-0.11761468  0.36338145  0.09516356 ... -0.2047141  -0.3107162
   0.32991013]
 [-0.00632678  0.31601146  0.04940986 ... -0.5001498  -0.21270043
   0.2728532 ]
 [ 0.01710474  0.33698624  0.04632957 ... -0.3341913  -0.29383934
   0.35007933]
 [-0.14294119  0.38522485  0.04139708 ... -0.24699202 -0.30747032
   0.38460147]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[2],5,20_sample-1_URL.openConnection_graph_dump.txt
1118,"[[-0.11837003  0.33668697  0.03736527 ... -0.32939202 -0.27171373
   0.33913976]
 [-0.12862237  0.2611949   0.06906793 ... -0.109603   -0.35270092
   0.37118918]
 [-0.06747695  0.39461812 -0.00372579 ... -0.24388273 -0.3550376
   0.4978171 ]
 [-0.03354197  0.3644334   0.15482824 ... -0.51350796 -0.29253173
   0.44531092]
 [-0.03558129  0.356473    0.15947807 ... -0.5259175  -0.28999168
   0.47165573]
 [-0.13192862  0.36569068  0.06407184 ... -0.23186682 -0.28852656
   0.3412138 ]]","[[0 1 1 2 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 2 1 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[2],6,201_sample-0_URL.openConnection_graph_dump.txt
1119,"[[-0.10080649  0.31110832  0.12265612 ... -0.24301991 -0.34091672
   0.3385126 ]
 [-0.16057034  0.2636594   0.11573763 ... -0.19725835 -0.3607617
   0.3346838 ]
 [-0.1215478   0.2904697   0.07854481 ... -0.17473638 -0.3784933
   0.42530468]
 [-0.10470566  0.37632573  0.0342727  ... -0.25931555 -0.29973918
   0.37790096]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,255_sample-0_URL.openConnection_graph_dump.txt
1120,"[[-0.11809435  0.23054403  0.12149904 ... -0.21436529 -0.34777027
   0.32351413]
 [-0.12974857  0.30323783  0.12087003 ... -0.18416202 -0.3703756
   0.33077773]
 [-0.1445472   0.36009416  0.0898964  ... -0.28253973 -0.32810104
   0.34165207]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[2],3,4_sample-7_URL.openConnection_graph_dump.txt
1121,"[[-0.10457291  0.2766391   0.0761674  ... -0.27841166 -0.28448278
   0.3264229 ]
 [-0.13417177  0.3334448   0.12228442 ... -0.21449564 -0.30487528
   0.35511684]]","[[0 1]
 [1 0]]",[1 1],[2],2,67_sample-2_URL.openConnection_graph_dump.txt
1122,"[[-0.13383502  0.29573995  0.08894316 ... -0.21480913 -0.32626343
   0.3575198 ]
 [-0.12895793  0.2865689   0.08236444 ... -0.1536564  -0.35931033
   0.3258266 ]
 [-0.09282242  0.31018487  0.03482882 ... -0.2890833  -0.35493186
   0.36831015]
 [-0.12450126  0.34572595  0.09317487 ... -0.21116698 -0.2923633
   0.38340932]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,437_sample-0_URL.openConnection_graph_dump.txt
1123,"[[-0.12362257  0.33421835  0.050667   ... -0.2751722  -0.25186014
   0.3216554 ]
 [-0.14163353  0.28995436  0.09080148 ... -0.18107086 -0.31530845
   0.32950866]
 [-0.15745217  0.32762107  0.04019541 ... -0.22602545 -0.30735016
   0.40138102]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[2],3,314_sample-1_URL.openConnection_graph_dump.txt
